,gameId,playId,playDescription,quarter,possessionTeam,kickerId,returnerId,yardlineSide,yardlineNumber,gameClock,penaltyCodes,penaltyJerseyNumbers,penaltyYards,preSnapHomeScore,preSnapVisitorScore,kickLength,kickReturnYardage,absoluteYardlineNumber,hangTime,kickType,kickDirectionIntended,kickDirectionActual,returnDirectionIntended,returnDirectionActual,missedTackler,assistTackler,tackler,kickoffReturnFormation,specialTeamsSafeties
2298,2018122304,36,M.Bosher kicks 60 yards from ATL 35 to CAR 5. K.Barner to CAR 27 for 22 yards (K.Ishmael; M.Hall).,1,ATL,37267.0,40130,ATL,35,15:00:00,NP,NP,0,0,0,60.0,22.0,45,3.76,D,R,R,C,C,returner_tackled,Solo,ATL 36,8-0-2,ATL 17; ATL 20
2299,2018122304,496,C.Catanzaro kicks 60 yards from CAR 35 to ATL 5. M.Hall to ATL 15 for 10 yards (C.Artis-Payne; C.Jones).,1,CAR,41736.0,44074,CAR,35,06:57:00,NP,NP,0,7,0,60.0,10.0,75,0.0,Q,L,C,R,R,returner_tackled,CAR 42,CAR 34,8-0-2,CAR 28; CAR 35
2300,2018122304,849,"M.Bosher kicks 60 yards from ATL 35 to CAR 5. K.Barner to CAR 26 for 21 yards (K.Ishmael; R.Ortiz). PENALTY on CAR-C.Artis-Payne, Unnecessary Roughness, 11 yards, enforced at CAR 22.",1,ATL,37267.0,40130,ATL,35,00:38:00,UNR,CAR 34,11,7,7,60.0,17.0,45,3.71,D,R,R,C,C,NT,NT,NT,8-0-2,ATL 17; ATL 20
2302,2018122304,1675,M.Bosher kicks 62 yards from ATL 35 to CAR 3. K.Barner to CAR 36 for 33 yards (M.Bosher).,2,ATL,37267.0,40130,ATL,35,05:31:00,NP,NP,0,10,10,62.0,33.0,75,3.6,D,C,C,R,R,returner_tackled,Solo,ATL 05,8-0-2,ATL 17; ATL 20
2304,2018122304,2347,M.Bosher kicks 65 yards from ATL 35 to CAR 0. K.Barner pushed ob at CAR 37 for 37 yards (I.Oliver).,3,ATL,37267.0,40130,ATL,35,14:51:00,NP,NP,0,10,17,65.0,37.0,45,4.14,D,R,R,C,L,returner_tackled,Solo,ATL 20,8-0-2,ATL 17; ATL 20
2306,2018122305,36,"R.Bullock kicks 63 yards from CIN 35 to CLE 2. J.Peppers to CLE 29 for 27 yards (B.Bell). PENALTY on CLE-S.DeValve, Unnecessary Roughness, 12 yards, enforced at CLE 24.",1,CIN,38691.0,44837,CIN,35,15:00:00,UNR,CLE 87,12,0,0,63.0,22.0,45,3.73,D,C,C,R,R,NT,NT,NT,8-0-1,CIN 23; CIN 36
2308,2018122305,1345,G.Joseph kicks 62 yards from CLE 35 to CIN 3. A.Erickson to CIN 21 for 18 yards (X.Woodson-Luster).,2,CLE,46634.0,43663,CLE,35,07:12:00,NP,NP,0,13,0,62.0,18.0,45,3.99,D,R,R,C,C,returner_tackled,Solo,CLE 56,8-0-2,CLE 26; CLE 38
2311,2018122305,2407,G.Joseph kicks 67 yards from CLE 35 to CIN -2. A.Erickson to CIN 31 for 33 yards (D.Kindred).,3,CLE,46634.0,43663,CLE,35,04:53:00,NP,NP,0,23,0,67.0,33.0,45,4.22,D,C,C,C,C,CLE 59,Solo,CLE 26,8-0-2,CLE 26; CLE 38
2313,2018122305,3092,G.Joseph kicks 66 yards from CLE 35 to CIN -1. A.Erickson to CIN 25 for 26 yards (J.Burris).,4,CLE,46634.0,43663,CLE,35,07:26:00,NP,NP,0,26,3,66.0,26.0,75,4.03,D,C,C,L,L,returner_tackled,Solo,CLE 31,8-0-2,CLE 26; CLE 38
2314,2018122305,3300,R.Bullock kicks 51 yards from CIN 35 to CLE 14. J.Landry ran ob at CLE 28 for 14 yards (S.Williams).,4,CIN,38691.0,41292,CIN,35,04:56:00,NP,NP,0,26,10,51.0,14.0,45,3.52,P,C,C,L,L,returner_tackled,Solo,CIN 36,8-0-2,CIN 23; CIN 36
2315,2018122305,3531,R.Bullock kicks 55 yards from CIN 35 to CLE 10. A.Callaway ran ob at CLE 16 for 6 yards.,4,CIN,38691.0,46174,CIN,35,02:56:00,NP,NP,0,26,18,55.0,6.0,45,3.67,P,C,C,L,L,returner_tackled,Solo,CIN 19,8-0-2,CIN 23; CIN 36
2319,2018122306,879,B.Maher kicks 67 yards from DAL 35 to TB -2. B.Wilson pushed ob at TB 29 for 31 yards (B.Jones).,1,DAL,40775.0,45334,DAL,35,01:41:00,NP,NP,0,14,3,67.0,31.0,75,4.03,D,C,C,L,L,returner_tackled,Solo,DAL 31,8-0-2,DAL 31; DAL 38
2323,2018122306,2308,C.Santos kicks 67 yards from TB 35 to DAL -2. D.Jackson to DAL 18 for 20 yards (B.Wilson). TB-B.Wilson was injured during the play. His return is Questionable.,3,TB,41991.0,43505,TB,35,15:00:00,NP,NP,0,17,13,67.0,20.0,45,4.18,D,C,C,L,C,returner_tackled,Solo,TB 85,8-0-2,no safety
2329,2018122307,1284,S.Martin kicks 65 yards from DET 35 to MIN 0. A.Abdullah to MIN 22 for 22 yards (Z.Zenner).,2,DET,40113.0,42397,DET,35,10:39:00,NP,NP,0,6,0,65.0,22.0,45,4.27,D,C,C,R,R,DET 35,Solo,DET 34,8-0-2,DET 21; DET 26
2330,2018122307,1635,S.Martin kicks 64 yards from DET 35 to MIN 1. A.Abdullah to MIN 31 for 30 yards (D.Shead; N.Bellore).,2,DET,40113.0,42397,DET,35,04:05:00,NP,NP,0,9,0,64.0,30.0,45,4.11,D,C,C,R,R,returner_tackled,DET 43,DET 26,8-0-2,DET 21; DET 26
2331,2018122307,1975,D.Bailey kicks 64 yards from MIN 35 to DET 1. J.Agnew to DET 25 for 24 yards (B.Gedeon). MIN-C.Ham was injured during the play. His return is Questionable.,2,MIN,38134.0,44978,MIN,35,01:32:00,NP,NP,0,9,7,64.0,24.0,75,4.23,D,C,C,C,C,returner_tackled,Solo,MIN 42,8-0-2,MIN 12; MIN 23
2335,2018122307,3997,D.Bailey kicks 70 yards from MIN 35 to DET -5. J.Agnew to DET 20 for 25 yards (J.Kearse).,4,MIN,38134.0,44978,MIN,35,04:15:00,NP,NP,0,9,27,70.0,25.0,45,4.12,D,C,C,C,C,returner_tackled,Solo,MIN 27,8-0-2,MIN 23; MIN 24
2336,2018122308,36,S.Gostkowski kicks 61 yards from NE 35 to BUF 4. V.Bolden to BUF 26 for 22 yards (K.Crossen).,1,NE,30932.0,45184,NE,35,15:00:00,NP,NP,0,0,0,61.0,22.0,75,3.56,D,C,C,C,C,returner_tackled,Solo,NE 35,8-0-2,NE 23; NE 32
2337,2018122308,507,S.Gostkowski kicks 65 yards from NE 35 to BUF 0. V.Bolden to BUF 22 for 22 yards (K.Crossen).,1,NE,30932.0,45184,NE,35,07:32:00,NP,NP,0,7,0,65.0,22.0,75,3.95,D,C,C,C,C,returner_tackled,Solo,NE 35,8-0-2,NE 23; NE 32
2338,2018122308,1398,S.Gostkowski kicks 56 yards from NE 35 to BUF 9. V.Bolden to BUF 37 for 28 yards (M.Slater; N.Ebner).,2,NE,30932.0,45184,NE,35,09:59:00,NP,NP,0,14,0,56.0,28.0,45,3.65,D,L,L,C,C,returner_tackled,NE 43,NE 18,8-0-2,NE 23; NE 32
2339,2018122308,2010,S.Hauschka kicks 68 yards from BUF 35 to NE -3. C.Patterson to NE 15 for 18 yards (J.Poyer).,3,BUF,33469.0,39975,BUF,35,15:00:00,NP,NP,0,14,0,68.0,18.0,75,3.94,D,C,C,L,L,returner_tackled,Solo,BUF 21,8-0-2,BUF 21; BUF 23
2340,2018122308,2157,S.Hauschka kicks 65 yards from BUF 35 to NE 0. C.Patterson to NE 12 for 12 yards (D.Rice).,3,BUF,33469.0,39975,BUF,35,13:29:00,NP,NP,0,14,3,65.0,12.0,75,3.94,D,R,R,C,C,returner_tackled,Solo,BUF 37,8-0-2,BUF 21; BUF 23
2345,2018122309,36,M.Crosby kicks 60 yards from GB 35 to NYJ 5. A.Roberts to NYJ 32 for 27 yards (N.Jamerson).,1,GB,32386.0,35527,GB,35,15:00:00,NP,NP,0,0,0,60.0,27.0,45,3.76,D,C,C,C,C,returner_tackled,GB 37,GB 21,8-0-2,GB 21; GB 37
2347,2018122309,1242,"J.Myers kicks 66 yards from NYJ 35 to GB -1. J.Moore to GB 26 for 27 yards (T.Basham). PENALTY on GB-J.Kumerow, Offensive Holding, 10 yards, enforced at GB 20.",2,NYJ,41175.0,46202,NYJ,35,09:02:00,OH,GB 16,10,14,0,66.0,21.0,45,3.91,D,R,R,L,L,NT,NT,NT,8-0-2,NYJ 27; NYJ 41
2348,2018122309,1461,"M.Crosby kicks 64 yards from GB 35 to NYJ 1. A.Roberts for 99 yards, TOUCHDOWN.",2,GB,32386.0,35527,GB,35,05:06:00,NP,NP,0,14,7,64.0,99.0,75,3.71,D,C,C,C,C,GB 02,NT,NT,8-0-2,GB 21; GB 44
2349,2018122309,1528,J.Myers kicks 67 yards from NYJ 35 to GB -2. J.Moore to GB 35 for 37 yards (J.Myers).,2,NYJ,41175.0,46202,NYJ,35,04:54:00,NP,NP,0,21,7,67.0,37.0,45,3.86,D,C,C,C,C,NYJ 52,Solo,NYJ 02,8-0-2,NYJ 27; NYJ 41
2350,2018122309,1809,M.Crosby kicks 60 yards from GB 35 to NYJ 5. A.Roberts to NYJ 31 for 26 yards (N.Jamerson; J.Crawford).,2,GB,32386.0,35527,GB,35,01:33:00,NP,NP,0,21,14,60.0,26.0,75,3.85,D,C,C,C,C,GB 45,GB 54,GB 21,8-0-2,GB 21; GB 37
2351,2018122309,2280,M.Crosby kicks 64 yards from GB 35 to NYJ 1. T.Cannon to NYJ 21 for 20 yards.,2,GB,32386.0,46273,GB,35,00:02:00,NP,NP,0,21,17,64.0,20.0,75,3.24,D,R,R,C,C,NT,NT,NT,8-0-1,GB 21; GB 37
2354,2018122309,2871,"J.Myers kicks 67 yards from NYJ 35 to GB -2. J.Moore to GB 16 for 18 yards (A.Wint). FUMBLES (A.Wint), RECOVERED by NYJ-R.Robinson at GB 18. R.Robinson to GB 18 for no gain (D.Vitale).",3,NYJ,41175.0,46202,NYJ,35,04:21:00,NP,NP,0,28,20,67.0,18.0,75,3.74,D,C,C,C,C,returner_tackled,Solo,NYJ 52,8-0-2,NYJ 27; NYJ 41
2357,2018122309,4022,M.Crosby kicks 56 yards from GB 35 to NYJ 9. R.Anderson to NYJ 22 for 13 yards (N.Jamerson).,4,GB,32386.0,43808,GB,35,06:32:00,NP,NP,0,35,30,56.0,13.0,75,3.84,P,R,R,L,L,returner_tackled,Solo,GB 21,8-0-2,GB 21; GB 45
2358,2018122309,4703,M.Crosby kicks 54 yards from GB 35 to NYJ 11. A.Roberts pushed ob at GB 38 for 51 yards (J.Crawford).,4,GB,32386.0,35527,GB,35,01:12:00,NP,NP,0,35,38,54.0,51.0,75,3.45,P,R,R,L,L,NT,NT,NT,8-0-2,GB 37; GB 45
2361,2018122310,36,J.Elliott kicks 62 yards from PHI 35 to HOU 3. D.Carter to HOU 33 for 30 yards (N.Gerry).,1,PHI,44966.0,42794,PHI,35,15:00:00,NP,NP,0,0,0,62.0,30.0,45,3.76,D,R,R,L,L,PHI 54,Solo,PHI 47,8-0-2,PHI 27; PHI 34
2363,2018122310,836,K.Fairbairn kicks 60 yards from HOU 35 to PHI 5. B.Scott pushed ob at PHI 29 for 24 yards (J.Bademosi).,2,HOU,43846.0,46270,HOU,35,14:52:00,NP,NP,0,7,3,60.0,24.0,45,4.01,D,C,C,L,L,returner_tackled,Solo,HOU 23,8-0-2,HOU 20; HOU 29
2365,2018122310,1715,J.Elliott kicks 64 yards from PHI 35 to HOU 1. D.Carter to HOU 20 for 19 yards (L.Reynolds).,2,PHI,44966.0,42794,PHI,35,03:08:00,NP,NP,0,13,9,64.0,19.0,75,3.94,D,C,C,R,R,returner_tackled,Solo,PHI 50,8-0-2,PHI 27; PHI 34
2367,2018122310,2321,K.Fairbairn kicks 70 yards from HOU 35 to PHI -5. B.Scott pushed ob at PHI 21 for 26 yards (J.Bademosi).,3,HOU,43846.0,46270,HOU,35,15:00:00,NP,NP,0,13,16,70.0,26.0,45,3.77,D,C,C,L,L,returner_tackled,Solo,HOU 23,8-0-2,HOU 20; HOU 29
2368,2018122310,2848,J.Elliott kicks 65 yards from PHI 35 to HOU 0. D.Carter to HOU 29 for 29 yards (C.LeBlanc; B.Bello).,3,PHI,44966.0,42794,PHI,35,05:31:00,NP,NP,0,16,16,65.0,29.0,75,3.72,D,C,C,C,C,returner_tackled,Solo,PHI 59,8-0-2,PHI 27; PHI 34
2369,2018122310,3068,J.Elliott kicks 62 yards from PHI 35 to HOU 3. D.Carter to HOU 29 for 26 yards (Da.Hall).,3,PHI,44966.0,42794,PHI,35,02:18:00,NP,NP,0,23,16,62.0,26.0,75,3.92,D,C,C,R,R,returner_tackled,Solo,PHI 74,8-0-2,PHI 24; PHI 27
2370,2018122310,3550,J.Elliott kicks 60 yards from PHI 35 to HOU 5. D.Carter to HOU 23 for 18 yards (L.Reynolds).,4,PHI,44966.0,42794,PHI,35,10:21:00,NP,NP,0,29,16,60.0,18.0,45,4.21,D,C,C,C,C,returner_tackled,Solo,PHI 50,8-0-2,PHI 27; PHI 34
2371,2018122310,4063,K.Fairbairn kicks 55 yards from HOU 35 to PHI 10. B.Scott to PHI 45 for 35 yards (K.Fairbairn).,4,HOU,43846.0,46270,HOU,35,04:41:00,NP,NP,0,29,23,55.0,35.0,75,3.74,P,R,R,L,L,HOU 20; HOU 33,HOU 29,HOU 07,8-0-2,HOU 20; HOU 29
2372,2018122310,4446,K.Fairbairn kicks 65 yards from HOU 35 to PHI 0. B.Scott pushed ob at PHI 11 for 11 yards (A.Moore).,4,HOU,43846.0,46270,HOU,35,02:04:00,NP,NP,0,29,30,65.0,11.0,75,4.04,D,C,C,L,L,returner_tackled,Solo,HOU 33,8-0-2,HOU 20; HOU 29
2382,2018122312,36,"B.Pinion kicks 67 yards from SF 35 to CHI -2. A.Miller to CHI 28 for 30 yards (J.Onwualu, D.Reed).",1,SF,42508.0,46120,SF,35,15:00:00,NP,NP,0,0,0,67.0,30.0,75,4.12,D,C,C,L,L,returner_tackled,SF 32,SF 57,8-0-2,SF 32; SF 81
2383,2018122312,1160,"B.Pinion kicks 62 yards from SF 35 to CHI 3. T.Mizzell to CHI 35 for 32 yards (G.Igwebuike). PENALTY on CHI-N.Kwiatkoski, Offensive Holding, 10 yards, enforced at CHI 25.",2,SF,42508.0,45265,SF,35,10:54:00,OH,CHI 44,10,3,0,62.0,22.0,45,3.9,D,C,C,L,L,SF 43,NT,NT,8-0-2,SF 32; SF 81
2386,2018122312,2060,C.Parkey kicks 57 yards from CHI 35 to SF 8. R.James to SF 24 for 16 yards (K.Toliver II).,3,CHI,41688.0,46309,CHI,35,15:00:00,NP,NP,0,9,7,57.0,16.0,75,3.93,P,R,R,C,L,returner_tackled,Solo,CHI 22,8-0-2,CHI 36
2387,2018122312,2690,C.Parkey kicks 65 yards from CHI 35 to SF 0. R.James to SF 14 for 14 yards (J.Iyiegbuniwe).,3,CHI,41688.0,46309,CHI,35,04:14:00,NP,NP,0,9,14,65.0,14.0,75,3.77,D,C,C,C,C,returner_tackled,Solo,CHI 45,8-0-2,CHI 22; CHI 36
2390,2018122313,806,"W.Lutz kicks 65 yards from NO 35 to PIT 0. R.Switzer pushed ob at PIT 20 for 20 yards (Z.Line). PENALTY on PIT-R.Nix, Offensive Holding, 10 yards, enforced at PIT 20.",1,NO,43689.0,44946,NO,35,02:57:00,OH,PIT 45,10,7,3,65.0,20.0,45,3.84,D,C,C,R,R,NT,NT,NT,8-0-2,NO 07; NO 43
2406,2018122314,2613,M.Dickson kicks 62 yards from SEA 35 to KC 3. Tr. Smith to KC 17 for 14 yards (J.McKissic).,3,SEA,46218.0,46265,SEA,35,09:27:00,NP,NP,0,17,10,62.0,14.0,45,3.93,K,C,C,R,R,returner_tackled,Solo,SEA 21,5-3-2,SEA 28
2409,2018122314,3599,H.Butker kicks 67 yards from KC 35 to SEA -2. T.Lockett to SEA 30 for 32 yards (J.Lucas).,4,KC,45046.0,42412,KC,35,10:28:00,NP,NP,0,24,20,67.0,32.0,45,4.26,D,C,C,R,R,returner_tackled,Solo,KC 24,8-0-2,KC 24; KC 42
2410,2018122314,3835,"S.Janikowski kicks 60 yards from SEA 35 to KC 5. Tr. Smith to KC 28 for 23 yards (B.Mingo, J.Coleman).",4,SEA,25326.0,46265,SEA,35,07:31:00,NP,NP,0,31,20,60.0,23.0,75,3.95,D,L,L,C,C,returner_tackled,Solo,SEA 51,5-3-2,SEA 28; SEA 36
2412,2018122314,4389,S.Janikowski kicks 57 yards from SEA 35 to KC 8. Tr. Smith to SEA 31 for 61 yards (J.Coleman; A.King).,4,SEA,25326.0,46265,SEA,35,02:29:00,NP,NP,0,38,28,57.0,61.0,75,3.84,D,C,C,C,C,SEA 11,SEA 28,SEA 36,5-3-2,SEA 28; SEA 36
2414,2018122400,36,D.Carlson kicks 65 yards from OAK 35 to DEN 0. D.Booker to DEN 23 for 23 yards (D.Harris; K.Smith).,1,OAK,46236.0,43425,OAK,35,15:00:00,NP,NP,0,0,0,65.0,23.0,75,3.66,D,C,C,C,C,returner_tackled,OAK 55,OAK 17,8-0-2,OAK 31; OAK 42
2415,2018122400,290,"D.Carlson kicks 65 yards from OAK 35 to DEN 0. D.Booker to DEN 31 for 31 yards (K.Joseph, M.Lee).",1,OAK,46236.0,43425,OAK,35,10:10:00,NP,NP,0,7,0,65.0,31.0,75,3.86,D,C,C,C,C,returner_tackled,OAK 55,OAK 42,8-0-2,OAK 37; OAK 42
2416,2018122400,1446,"D.Carlson kicks 60 yards from OAK 35 to DEN 5. D.Booker to DEN 22 for 17 yards (D.Carrier, D.Harris). PENALTY on DEN-S.Barrett, Offensive Holding, 10 yards, enforced at DEN 22.",2,OAK,46236.0,43425,OAK,35,07:56:00,OH,DEN 48,10,14,0,60.0,17.0,45,3.93,D,C,C,C,C,NT,NT,NT,8-0-2,OAK 37; OAK 42
2419,2018122400,2843,B.McManus kicks 63 yards from DEN 35 to OAK 2. D.Harris to OAK 28 for 26 yards (I.Yiadom).,3,DEN,40276.0,37251,DEN,35,04:36:00,NP,NP,0,17,7,63.0,26.0,45,4.07,D,C,C,C,C,returner_tackled,DEN 41,DEN 32,8-0-2,DEN 34; DEN 41
2420,2018122400,3235,D.Carlson kicks 62 yards from OAK 35 to DEN 3. D.Booker to DEN 23 for 20 yards (D.Harris).,4,OAK,46236.0,43425,OAK,35,12:16:00,NP,NP,0,24,7,62.0,20.0,45,4.07,D,C,C,C,C,returner_tackled,Solo,OAK 17,8-0-2,OAK 37; OAK 42
2421,2018122400,3641,B.McManus kicks 49 yards from DEN 35 to OAK 16. D.Harris pushed ob at OAK 36 for 20 yards (D.Booker).,4,DEN,40276.0,37251,DEN,35,07:31:00,NP,NP,0,24,14,49.0,20.0,75,3.83,P,C,C,L,L,returner_tackled,Solo,DEN 23,8-0-2,DEN 34; DEN 41
2422,2018122400,3944,"D.Carlson kicks 62 yards from OAK 35 to DEN 3. D.Booker to DEN 28 for 25 yards (D.Leavitt; K.Smith). PENALTY on DEN-K.Bierria, Illegal Block Above the Waist, 10 yards, enforced at DEN 28.",4,OAK,46236.0,43425,OAK,35,04:38:00,IBW,DEN 40,10,27,14,62.0,25.0,45,3.95,D,C,C,C,C,NT,NT,NT,8-0-2,OAK 37; OAK 42
2423,2018123000,36,J.Tucker kicks 60 yards from BAL 35 to CLE 5. J.Peppers to CLE 34 for 29 yards (C.Moore; K.Young).,1,BAL,39470.0,44837,BAL,35,15:00:00,NP,NP,0,0,0,60.0,29.0,45,4.2,D,C,C,C,C,BAL 26,BAL 40,BAL 10,8-0-1,BAL 27; BAL 28
2425,2018123000,564,"G.Joseph kicks 58 yards from CLE 35 to BAL 7. C.Moore to BAL 31 for 24 yards (P.Gaines, R.Armstrong).",1,CLE,46634.0,43396,CLE,35,08:22:00,NP,NP,0,3,7,58.0,24.0,75,3.85,D,C,C,L,L,returner_tackled,CLE 52,CLE 33,8-0-2,CLE 26; CLE 38
2426,2018123000,803,J.Tucker kicks 67 yards from BAL 35 to CLE -2. A.Callaway to CLE 20 for 22 yards (C.Board).,1,BAL,39470.0,46174,BAL,35,04:46:00,NP,NP,0,10,7,67.0,22.0,45,4.21,D,C,C,L,L,returner_tackled,Solo,BAL 49,8-0-1,BAL 27; BAL 28
2428,2018123000,1557,"J.Tucker kicks 67 yards from BAL 35 to CLE -2. A.Callaway to CLE 21 for 23 yards (M.Williams). PENALTY on CLE-D.Hines, Offensive Holding, 10 yards, enforced at CLE 20.",2,BAL,39470.0,46174,BAL,35,06:11:00,OH,CLE 59,10,20,7,67.0,22.0,75,4.14,D,C,C,C,C,NT,NT,NT,8-0-1,BAL 27; BAL 28
2431,2018123000,2883,J.Tucker kicks 65 yards from BAL 35 to CLE 0. A.Callaway to CLE 35 for 35 yards (A.Averett).,3,BAL,39470.0,46174,BAL,35,07:02:00,NP,NP,0,23,14,65.0,35.0,45,4.1,D,C,C,L,L,returner_tackled,Solo,BAL 28,8-0-1,BAL 27; BAL 28
2432,2018123000,3397,G.Joseph kicks 61 yards from CLE 35 to BAL 4. W.Snead IV to BAL 17 for 13 yards (J.Burris).,4,CLE,46634.0,41500,CLE,35,13:45:00,NP,NP,0,23,17,61.0,13.0,45,3.96,D,C,C,C,C,CLE 25,Solo,CLE 31,8-0-2,CLE 26; CLE 38
2435,2018123001,36,J.Sanders kicks 53 yards from MIA 35 to BUF 12. V.Bolden to BUF 34 for 22 yards (S.Perry).,1,MIA,46298.0,45184,MIA,35,15:00:00,NP,NP,0,0,0,53.0,22.0,75,3.85,D,C,C,L,L,returner_tackled,Solo,MIA 34,8-0-2,MIA 29; MIA 31
2436,2018123001,356,S.Hauschka kicks 65 yards from BUF 35 to MIA 0. K.Drake pushed ob at MIA 19 for 19 yards (J.Poyer).,1,BUF,33469.0,43362,BUF,35,10:14:00,NP,NP,0,7,0,65.0,19.0,45,3.51,D,R,R,L,L,NT,NT,NT,8-0-2,BUF 23; BUF 37
2437,2018123001,525,S.Hauschka kicks 68 yards from BUF 35 to MIA -3. K.Drake to MIA 22 for 25 yards (M.Love; J.Poyer).,1,BUF,33469.0,43362,BUF,35,08:31:00,NP,NP,0,14,0,68.0,25.0,45,3.78,D,C,C,C,C,returner_tackled,BUF 56,BUF 21,8-0-2,BUF 21; BUF 23
2439,2018123001,2114,J.Sanders kicks 66 yards from MIA 35 to BUF -1. V.Bolden to BUF 21 for 22 yards (S.Perry).,2,MIA,46298.0,45184,MIA,35,00:39:00,NP,NP,0,14,14,66.0,22.0,45,3.88,D,C,C,C,C,returner_tackled,Solo,MIA 34,8-0-2,MIA 29; MIA 31
2440,2018123001,2192,S.Hauschka kicks 59 yards from BUF 35 to MIA 6. K.Drake to MIA 32 for 26 yards (D.Marlowe).,3,BUF,33469.0,43362,BUF,35,15:00:00,NP,NP,0,14,14,59.0,26.0,75,3.69,D,C,C,C,C,BUF 56,Solo,BUF 56,8-0-2,BUF 21; BUF 23
2442,2018123001,2854,S.Hauschka kicks 49 yards from BUF 35 to MIA 16. S.Perry to MIA 34 for 18 yards (D.Lacey; M.Hyde).,3,BUF,33469.0,41997,BUF,35,06:57:00,NP,NP,0,28,14,49.0,18.0,75,3.88,P,R,R,C,C,BUF 15,BUF 23,BUF 44,8-0-2,BUF 23; BUF 37
2444,2018123001,3591,S.Hauschka kicks 63 yards from BUF 35 to MIA 2. K.Drake pushed ob at MIA 22 for 20 yards (S.Neal).,4,BUF,33469.0,43362,BUF,35,11:13:00,NP,NP,0,35,17,63.0,20.0,45,3.81,D,C,C,L,L,BUF 15,Solo,BUF 29,8-0-2,BUF 21; BUF 23
2447,2018123002,857,S.Martin kicks 61 yards from DET 35 to GB 4. B.Breeland to GB 25 for 21 yards (T.Walker).,1,DET,40113.0,41331,DET,35,02:58:00,NP,NP,0,0,7,61.0,21.0,75,3.76,D,C,C,C,C,returner_tackled,Solo,DET 47,8-0-2,DET 21; DET 31
2449,2018123002,1936,S.Martin kicks 63 yards from DET 35 to GB 2. B.Breeland to GB 22 for 20 yards (M.Killebrew).,2,DET,40113.0,41331,DET,35,01:06:00,NP,NP,0,0,21,63.0,20.0,45,3.75,D,C,C,C,C,returner_tackled,Solo,DET 35,8-0-2,DET 21; DET 31
2451,2018123002,2821,S.Martin kicks 57 yards from DET 35 to GB 8. B.Breeland to GB 31 for 23 yards (N.Bellore).,3,DET,40113.0,41331,DET,35,03:08:00,NP,NP,0,0,24,57.0,23.0,75,3.92,P,C,C,C,C,returner_tackled,Solo,DET 43,8-0-2,DET 21; DET 28
2452,2018123002,3602,"S.Martin kicks 63 yards from DET 35 to GB 2. B.Breeland to GB 40 for 38 yards (T.Tabor, C.Lacy).",4,DET,40113.0,41331,DET,35,06:53:00,NP,NP,0,0,31,63.0,38.0,45,3.18,D,L,L,C,C,DET 35; DET 55,DET 18,DET 31,8-0-2,DET 21; DET 31
2459,2018123003,3288,K.Fairbairn kicks 70 yards from HOU 35 to JAX -5. D.Chark to JAX 35 for 40 yards (J.Bademosi). HOU-M.Tyson was injured during the play. His return is Probable.,4,HOU,43846.0,46130,HOU,35,10:52:00,NP,NP,0,20,3,70.0,40.0,45,4.08,D,C,C,R,R,HOU 33,Solo,HOU 23,8-0-2,HOU 29; HOU 34
2460,2018123004,36,"D.Carlson kicks 65 yards from OAK 35 to KC 0. Tr. Smith pushed ob at KC 26 for 26 yards (K.Joseph). PENALTY on KC-D.Harris, Offensive Holding, 10 yards, enforced at KC 26.",1,OAK,46236.0,46265,OAK,35,15:00:00,OH,KC 84,10,0,0,65.0,26.0,75,4.16,D,L,L,R,R,NT,NT,NT,8-0-2,OAK 31; OAK 42
2462,2018123004,741,H.Butker kicks 63 yards from KC 35 to OAK 2. D.Harris to OAK 25 for 23 yards (A.Sherman).,1,KC,45046.0,37251,KC,35,05:44:00,NP,NP,0,14,0,63.0,23.0,45,4.13,D,C,C,C,C,KC 19,Solo,KC 42,8-0-2,KC 30; KC 39
2463,2018123004,1380,H.Butker kicks 69 yards from KC 20 to OAK 11. D.Harris to OAK 45 for 34 yards (C.West).,2,KC,45046.0,37251,KC,20,09:31:00,NP,NP,0,21,0,69.0,34.0,90,4.01,D,C,C,R,R,returner_tackled,Solo,KC 30,8-0-2,KC 30; KC 39
2466,2018123004,2672,H.Butker kicks 71 yards from KC 20 to OAK 9. D.Harris to OAK 43 for 34 yards (D.O'Daniel).,3,KC,45046.0,37251,KC,20,08:33:00,NP,NP,0,28,3,71.0,34.0,90,3.88,D,C,C,C,C,KC 42,Solo,KC 44,8-0-2,KC 30; KC 39
2480,2018123006,1345,S.Gostkowski kicks 63 yards from NE 35 to NYJ 2. A.Roberts pushed ob at NYJ 34 for 32 yards (P.Chung).,2,NE,30932.0,35527,NE,35,11:03:00,NP,NP,0,21,3,63.0,32.0,75,3.93,D,C,C,C,L,returner_tackled,Solo,NE 23,8-0-2,NE 23; NE 32
2482,2018123006,2312,S.Gostkowski kicks 44 yards from NE 35 to NYJ 21. C.Herndon to NYJ 32 for 11 yards (R.Burkhead; A.McClellan).,3,NE,30932.0,46176,NE,35,10:48:00,NP,NP,0,28,3,44.0,11.0,45,3.4,P,R,R,C,L,returner_tackled,NE 59,NE 34,8-0-2,NE 23; NE 31
2483,2018123006,3161,S.Gostkowski kicks 65 yards from NE 35 to NYJ 0. A.Roberts to NYJ 27 for 27 yards (N.Ebner).,4,NE,30932.0,35527,NE,35,09:40:00,NP,NP,0,31,3,65.0,27.0,75,3.96,D,C,C,L,L,returner_tackled,NE 36,NE 43,8-0-2,NE 23; NE 31
